temps,info
2021-07-05 16:09:43,GET /css/admin.css 404 152 - 9.790 ms

2021-07-05 16:09:45,GET /DossierNonVal 302 64 - 4.563 ms

2021-07-05 16:09:45,GET /connecter 200 6458 - 11.390 ms

2021-07-05 16:09:59,POST /connecter 302 58 - 90.095 ms

2021-07-05 16:09:59,GET /profil 200 7000 - 5.270 ms

2021-07-05 16:09:59,GET /css/admin.css 404 152 - 4.596 ms

2021-07-05 16:10:00,GET /DossierNonVal 200 21471 - 27.639 ms

2021-07-05 16:10:01,GET /main.js 404 146 - 2.489 ms

2021-07-05 16:10:07,GET /DossierNonVal 304 - - 11.534 ms

2021-07-05 16:10:07,GET /main.js 404 146 - 3.989 ms

2021-07-05 16:10:26,GET /recours 304 - - 6.274 ms

2021-07-05 16:10:26,GET /main.js 404 146 - 3.202 ms

2021-07-05 16:10:28,GET /DossierVal 200 17909 - 40.876 ms

2021-07-05 16:10:28,GET /main.js 404 146 - 2.668 ms

2021-07-05 16:10:28,GET /main.js 404 146 - 2.816 ms

2021-07-05 16:10:30,GET /recours 304 - - 7.061 ms

2021-07-05 16:10:30,GET /main.js 404 146 - 2.900 ms

2021-07-05 16:10:32,GET /DossierVal 304 - - 11.113 ms

2021-07-05 16:10:32,GET /main.js 404 146 - 2.857 ms

2021-07-05 16:10:32,GET /main.js 404 146 - 5.668 ms

2021-07-05 16:10:40,GET /recours 304 - - 8.064 ms

2021-07-05 16:10:40,GET /main.js 404 146 - 4.090 ms

2021-07-05 16:18:17,GET /recours 200 14135 - 8.539 ms

2021-07-05 16:18:18,GET /main.js 404 146 - 2.690 ms

2021-07-05 16:19:07,GET /recours 200 14068 - 7.088 ms

2021-07-05 16:19:07,GET /main.js 404 146 - 3.168 ms

2021-07-05 16:19:19,GET /recours 200 14070 - 8.286 ms

2021-07-05 16:19:19,GET /main.js 404 146 - 3.071 ms

2021-07-05 16:19:56,GET /recours 200 14217 - 26.970 ms

2021-07-05 16:19:56,GET /main.js 404 146 - 2.623 ms

2021-07-05 16:20:35,GET /recours 200 14234 - 5.503 ms

2021-07-05 16:20:35,GET /main.js 404 146 - 2.803 ms

2021-07-05 16:20:50,GET /recours 200 14163 - 8.404 ms

2021-07-05 16:20:50,GET /main.js 404 146 - 2.591 ms

2021-07-05 16:21:10,GET /recours 200 14234 - 8.488 ms

2021-07-05 16:21:10,GET /main.js 404 146 - 2.952 ms

2021-07-05 16:21:46,GET /recours 200 14131 - 14.302 ms

2021-07-05 16:21:46,GET /main.js 404 146 - 2.690 ms

2021-07-05 16:22:12,GET /recours 200 14131 - 9.429 ms

2021-07-05 16:22:12,GET /main.js 404 146 - 2.130 ms

2021-07-05 16:22:37,GET /recours 200 14218 - 9.382 ms

2021-07-05 16:22:37,GET /main.js 404 146 - 2.419 ms

2021-07-05 16:23:04,GET /recours 200 14223 - 17.984 ms

2021-07-05 16:23:04,GET /main.js 404 146 - 2.339 ms

2021-07-05 16:23:38,GET /recours 200 14206 - 4.138 ms

2021-07-05 16:23:38,GET /main.js 404 146 - 2.659 ms

2021-07-05 16:24:10,GET /recours 200 14234 - 7.295 ms

2021-07-05 16:24:11,GET /main.js 404 146 - 2.212 ms

2021-07-05 16:24:34,GET /recours 200 14198 - 6.554 ms

2021-07-05 16:24:34,GET /main.js 404 146 - 1.822 ms

2021-07-05 16:26:40,GET /recours 200 14189 - 7.292 ms

2021-07-05 16:26:40,GET /main.js 404 146 - 4.178 ms

2021-07-05 16:27:46,GET /recours 200 14212 - 12.083 ms

2021-07-05 16:27:46,GET /main.js 404 146 - 3.037 ms

2021-07-05 16:28:46,GET /recours 200 14217 - 15.862 ms

2021-07-05 16:28:47,GET /main.js 404 146 - 2.803 ms

2021-07-05 16:29:56,GET /recours 200 14203 - 10.638 ms

2021-07-05 16:29:57,GET /main.js 404 146 - 2.346 ms

2021-07-05 16:30:38,GET /recours 200 14220 - 4.148 ms

2021-07-05 16:30:38,GET /main.js 404 146 - 6.040 ms

2021-07-05 16:30:59,GET /recours 200 14260 - 5.500 ms

2021-07-05 16:30:59,GET /main.js 404 146 - 2.110 ms

2021-07-05 16:31:20,GET /recours 200 14288 - 13.993 ms

2021-07-05 16:31:20,GET /main.js 404 146 - 2.137 ms

2021-07-05 16:31:50,GET /recours 200 14267 - 6.323 ms

2021-07-05 16:31:50,GET /main.js 404 146 - 2.651 ms

2021-07-05 16:32:03,GET /recours 200 14237 - 12.485 ms

2021-07-05 16:32:03,GET /main.js 404 146 - 2.248 ms

2021-07-05 16:33:00,GET /recours 200 14289 - 13.856 ms

2021-07-05 16:33:00,GET /main.js 404 146 - 2.627 ms

2021-07-05 16:33:40,GET /recours 200 14233 - 12.508 ms

2021-07-05 16:33:40,GET /main.js 404 146 - 2.416 ms

2021-07-05 16:35:05,GET /recours 200 14297 - 4.410 ms

2021-07-05 16:35:06,GET /main.js 404 146 - 2.612 ms

2021-07-05 16:35:16,GET /recours 200 14267 - 5.374 ms

2021-07-05 16:35:16,GET /main.js 404 146 - 2.404 ms

2021-07-05 16:36:19,GET /recours 200 14320 - 9.669 ms

2021-07-05 16:36:19,GET /main.js 404 146 - 2.186 ms

2021-07-05 16:37:24,GET /recours 200 14296 - 18.302 ms

2021-07-05 16:37:24,GET /main.js 404 146 - 2.690 ms

2021-07-05 16:37:39,GET /recours 200 14238 - 22.321 ms

2021-07-05 16:37:39,GET /main.js 404 146 - 2.417 ms

2021-07-05 16:37:56,GET /recours 200 14364 - 9.969 ms

2021-07-05 16:37:56,GET /main.js 404 146 - 3.727 ms

2021-07-05 16:38:04,GET /recours 304 - - 7.024 ms

2021-07-05 16:38:04,GET /main.js 404 146 - 1.861 ms

2021-07-05 16:38:09,GET /logout? 404 145 - 3.023 ms

2021-07-05 16:38:42,GET /recours 200 14095 - 35.393 ms

2021-07-05 16:38:42,GET /main.js 404 146 - 2.769 ms

2021-07-05 16:39:06,GET /recours 200 14364 - 6.002 ms

2021-07-05 16:39:07,GET /main.js 404 146 - 2.520 ms

2021-07-05 16:40:58,GET /recours 200 14124 - 14.358 ms

2021-07-05 16:40:58,GET /main.js 404 146 - 1.840 ms

2021-07-05 16:42:00,GET /recours 200 14247 - 6.902 ms

2021-07-05 16:42:00,GET /main.js 404 146 - 5.620 ms

2021-07-05 16:42:09,GET /DossierVal 304 - - 22.689 ms

2021-07-05 16:42:09,GET /main.js 404 146 - 2.712 ms

2021-07-05 16:42:57,GET /recours 200 14275 - 27.082 ms

2021-07-05 16:42:57,GET /main.js 404 146 - 1.883 ms

2021-07-05 16:43:20,GET /recours 200 14326 - 34.719 ms

2021-07-05 16:43:20,GET /main.js 404 146 - 2.457 ms

2021-07-05 16:43:51,GET /recours 200 14332 - 9.433 ms

2021-07-05 16:43:51,GET /main.js 404 146 - 2.290 ms

2021-07-05 16:44:11,GET /recours 200 14389 - 13.576 ms

2021-07-05 16:44:11,GET /main.js 404 146 - 2.373 ms

2021-07-05 16:44:31,GET /recours 200 14336 - 6.003 ms

2021-07-05 16:44:32,GET /main.js 404 146 - 2.210 ms

2021-07-05 16:44:46,GET /recours 200 14389 - 6.430 ms

2021-07-05 16:44:46,GET /main.js 404 146 - 2.309 ms

2021-07-05 16:45:11,GET /recours 200 14381 - 4.579 ms

2021-07-05 16:45:11,GET /main.js 404 146 - 1.907 ms

2021-07-05 16:45:26,GET /recours 200 14343 - 13.067 ms

2021-07-05 16:45:26,GET /main.js 404 146 - 2.424 ms

2021-07-05 16:45:44,GET /recours 200 14326 - 18.485 ms

2021-07-05 16:45:44,GET /main.js 404 146 - 2.459 ms

2021-07-05 16:47:25,GET /recours 200 14356 - 7.577 ms

2021-07-05 16:47:25,GET /main.js 404 146 - 1.731 ms

2021-07-05 16:48:10,GET /recours 200 14339 - 9.865 ms

2021-07-05 16:48:10,GET /main.js 404 146 - 2.557 ms

2021-07-05 16:48:34,GET /recours 200 14327 - 8.896 ms

2021-07-05 16:48:34,GET /main.js 404 146 - 2.961 ms

2021-07-05 16:48:51,GET /recours 200 14305 - 15.068 ms

2021-07-05 16:48:51,GET /main.js 404 146 - 2.128 ms

2021-07-05 16:49:16,GET /recours 200 14312 - 8.507 ms

2021-07-05 16:49:16,GET /main.js 404 146 - 1.984 ms

2021-07-05 16:49:59,GET /recours 200 14340 - 4.277 ms

2021-07-05 16:49:59,GET /main.js 404 146 - 2.663 ms

2021-07-05 16:50:47,GET /recours 200 14347 - 12.974 ms

2021-07-05 16:50:47,GET /main.js 404 146 - 2.661 ms

2021-07-05 16:50:59,GET /recours 200 14340 - 9.387 ms

2021-07-05 16:50:59,GET /main.js 404 146 - 2.964 ms

2021-07-05 16:51:34,GET /recours 200 14287 - 5.750 ms

2021-07-05 16:51:34,GET /main.js 404 146 - 5.027 ms

2021-07-05 16:52:17,GET /recours 200 14330 - 11.736 ms

2021-07-05 16:52:17,GET /main.js 404 146 - 2.787 ms

2021-07-05 16:52:38,GET /recours 200 14308 - 14.760 ms

2021-07-05 16:52:38,GET /main.js 404 146 - 2.503 ms

2021-07-05 16:52:45,GET /profil 304 - - 34.005 ms

2021-07-05 16:52:46,GET /css/admin.css 404 152 - 2.678 ms

2021-07-05 16:52:48,GET /DossierNonVal 304 - - 77.211 ms

2021-07-05 16:52:49,GET /main.js 404 146 - 3.024 ms

2021-07-05 16:52:54,GET /recours 200 14308 - 6.482 ms

2021-07-05 16:52:54,GET /main.js 404 146 - 2.641 ms

2021-07-05 16:54:12,GET /recours 200 14330 - 12.034 ms

2021-07-05 16:54:12,GET /main.js 404 146 - 2.647 ms

2021-07-05 16:55:05,GET /recours 200 14322 - 6.567 ms

2021-07-05 16:55:05,GET /main.js 404 146 - 2.353 ms

2021-07-05 16:55:18,GET /recours 200 14324 - 11.319 ms

2021-07-05 16:55:18,GET /main.js 404 146 - 3.055 ms

2021-07-05 16:55:33,GET /recours 200 14304 - 7.135 ms

2021-07-05 16:55:34,GET /main.js 404 146 - 2.150 ms

2021-07-05 16:55:46,GET /recours 200 14308 - 13.721 ms

2021-07-05 16:55:46,GET /main.js 404 146 - 2.736 ms

2021-07-05 16:56:18,GET /recours 200 14307 - 14.088 ms

2021-07-05 16:56:18,GET /main.js 404 146 - 5.122 ms

2021-07-05 16:57:39,GET /recours 200 14272 - 32.447 ms

2021-07-05 16:57:39,GET /main.js 404 146 - 2.987 ms

2021-07-05 16:57:59,GET /recours 200 14275 - 8.676 ms

2021-07-05 16:57:59,GET /main.js 404 146 - 4.040 ms

2021-07-05 16:58:13,GET /recours 200 14307 - 7.085 ms

2021-07-05 16:58:14,GET /main.js 404 146 - 2.680 ms

2021-07-05 16:58:25,GET /recours 200 14323 - 19.986 ms

2021-07-05 16:58:25,GET /main.js 404 146 - 2.464 ms

2021-07-05 17:00:37,GET /recours 200 14316 - 9.053 ms

2021-07-05 17:00:37,GET /main.js 404 146 - 2.704 ms

2021-07-05 17:02:37,GET /recours 200 14340 - 6.091 ms

2021-07-05 17:02:37,GET /main.js 404 146 - 2.234 ms

2021-07-05 17:03:03,GET /recours 200 14361 - 8.695 ms

2021-07-05 17:03:03,GET /main.js 404 146 - 2.382 ms

2021-07-05 17:03:08,GET /profil 304 - - 4.822 ms

2021-07-05 17:03:08,GET /css/admin.css 404 152 - 2.238 ms

2021-07-05 17:03:11,GET /DossierNonVal 304 - - 9.619 ms

2021-07-05 17:03:11,GET /main.js 404 146 - 2.441 ms

2021-07-05 17:03:17,GET /recours 304 - - 16.087 ms

2021-07-05 17:03:17,GET /main.js 404 146 - 2.522 ms

2021-07-05 17:03:32,GET /recours 200 14367 - 6.167 ms

2021-07-05 17:03:32,GET /main.js 404 146 - 2.544 ms

2021-07-05 17:03:49,GET /recours 200 14376 - 8.667 ms

2021-07-05 17:03:49,GET /main.js 404 146 - 3.118 ms

2021-07-05 17:05:59,GET /recours 200 14362 - 7.071 ms

2021-07-05 17:05:59,GET /main.js 404 146 - 4.890 ms

2021-07-05 17:06:41,GET /recours 200 14388 - 6.557 ms

2021-07-05 17:06:42,GET /main.js 404 146 - 2.128 ms

2021-07-05 17:06:49,GET /recours 200 14382 - 9.051 ms

2021-07-05 17:06:49,GET /main.js 404 146 - 2.105 ms

2021-07-05 17:06:49,GET /main.js 404 146 - 4.337 ms

2021-07-05 17:07:19,GET /recours 200 14367 - 4.886 ms

2021-07-05 17:07:19,GET /main.js 404 146 - 2.419 ms

2021-07-05 17:07:19,GET /main.js 404 146 - 2.177 ms

2021-07-05 17:07:41,GET /recours 200 14399 - 14.306 ms

2021-07-05 17:07:41,GET /main.js 404 146 - 2.685 ms

2021-07-05 17:07:41,GET /main.js 404 146 - 3.194 ms

2021-07-05 17:07:57,GET /recours 200 14391 - 9.789 ms

2021-07-05 17:07:57,GET /main.js 404 146 - 2.162 ms

2021-07-05 17:07:57,GET /main.js 404 146 - 2.777 ms

2021-07-05 17:15:09,GET /recours 302 64 - 78.776 ms

2021-07-05 17:15:09,GET /connecter 200 6458 - 88.959 ms

2021-07-05 17:15:18,POST /connecter - - - - ms

2021-07-05 17:15:18,POST /connecter 302 58 - 199.761 ms

2021-07-05 17:15:18,GET /profil 304 - - 64.182 ms

2021-07-05 17:15:19,GET /css/admin.css 404 152 - 7.695 ms

2021-07-05 17:15:24,GET /recours 200 14368 - 10.452 ms

2021-07-05 17:15:24,GET /main.js 404 146 - 7.390 ms

2021-07-05 17:15:27,DELETE /logout?_method=DELETE 302 64 - 5.401 ms

2021-07-05 17:15:27,GET /connecter 200 6458 - 6.312 ms

2021-07-05 17:15:35,POST /connecter 302 58 - 137.244 ms

2021-07-05 17:15:35,GET /profil 304 - - 8.498 ms

2021-07-05 17:15:36,GET /css/admin.css 404 152 - 3.225 ms

2021-07-05 17:15:38,GET /recours 304 - - 9.656 ms

2021-07-05 17:15:38,GET /main.js 404 146 - 2.958 ms

2021-07-05 17:15:41,DELETE /logout?_method=DELETE 302 64 - 3.388 ms

2021-07-05 17:15:42,GET /connecter 200 6458 - 12.183 ms

2021-07-05 17:15:52,POST /connecter 302 58 - 119.782 ms

2021-07-05 17:15:52,GET /profil 304 - - 5.679 ms

2021-07-05 17:15:52,GET /css/admin.css 404 152 - 3.216 ms

2021-07-05 17:15:55,GET /DossierNonVal 302 64 - 3.429 ms

2021-07-05 17:15:55,GET /connecter 200 6458 - 7.387 ms

2021-07-05 17:16:02,POST /connecter 302 58 - 121.880 ms

2021-07-05 17:16:02,GET /profil 304 - - 5.164 ms

2021-07-05 17:16:02,GET /css/admin.css 404 152 - 4.683 ms

2021-07-05 17:16:05,GET /DossierNonVal 200 21471 - 11.695 ms

2021-07-05 17:16:05,GET /main.js 404 146 - 2.979 ms

2021-07-05 17:23:57,GET /DossierNonVal 302 64 - 50.823 ms

2021-07-05 17:23:58,GET /connecter 200 6458 - 301.634 ms

2021-07-05 17:25:04,GET /connecter 304 - - 128.625 ms

2021-07-05 17:25:13,POST /connecter 302 58 - 181.450 ms

2021-07-05 17:25:13,GET /profil 200 7001 - 5.141 ms

2021-07-05 17:25:13,GET /css/admin.css 404 152 - 12.923 ms

2021-07-05 17:25:15,GET /recours 302 64 - 5.722 ms

2021-07-05 17:25:15,GET /connecter 200 6458 - 12.398 ms

2021-07-05 17:25:22,POST /connecter 302 58 - 118.849 ms

2021-07-05 17:25:22,GET /profil 200 7001 - 9.494 ms

2021-07-05 17:25:22,GET /css/admin.css 404 152 - 9.764 ms

2021-07-05 17:25:23,GET /DossierNonVal 200 21471 - 12.686 ms

2021-07-05 17:25:24,GET /main.js 404 146 - 3.221 ms

2021-07-05 17:25:34,GET /css/admin.css 404 152 - 3.993 ms

2021-07-05 17:25:36,GET /recours 200 14368 - 7.126 ms

2021-07-05 17:25:36,GET /main.js 404 146 - 2.103 ms

2021-07-05 17:25:55,GET /DossierNonVal 304 - - 18.660 ms

2021-07-05 17:25:56,GET /main.js 404 146 - 3.615 ms

2021-07-05 17:25:58,GET /DossierVal 304 - - 9.361 ms

2021-07-05 17:25:58,GET /main.js 404 146 - 2.609 ms

2021-07-05 17:25:59,GET /main.js 404 146 - 2.418 ms

2021-07-05 17:26:07,GET /recours 200 14368 - 8.481 ms

2021-07-05 17:26:07,GET /main.js 404 146 - 3.039 ms

2021-07-05 17:26:09,GET /DossierNonVal 304 - - 10.384 ms

2021-07-05 17:26:10,GET /main.js 404 146 - 4.244 ms

2021-07-05 17:26:10,GET /main.js 404 146 - 3.878 ms

2021-07-05 17:26:11,GET /DossierVal 304 - - 11.934 ms

2021-07-05 17:26:11,GET /main.js 404 146 - 3.662 ms

2021-07-05 17:26:11,GET /main.js 404 146 - 3.580 ms

2021-07-05 17:26:30,GET /recours 304 - - 4.444 ms

2021-07-05 17:26:30,GET /main.js 404 146 - 3.293 ms

2021-07-05 17:26:35,GET /DossierVal 304 - - 11.744 ms

2021-07-05 17:26:35,GET /main.js 404 146 - 3.893 ms

2021-07-05 17:28:12,GET /DossierVal 200 18315 - 9.488 ms

2021-07-05 17:28:12,GET /main.js 404 146 - 2.563 ms

2021-07-05 17:28:34,GET /DossierVal 200 18314 - 8.104 ms

2021-07-05 17:28:34,GET /main.js 404 146 - 4.526 ms

2021-07-05 17:28:54,GET /DossierVal 304 - - 11.087 ms

2021-07-05 17:28:54,GET /main.js 404 146 - 2.851 ms

2021-07-05 17:29:03,GET /recours 304 - - 6.414 ms

2021-07-05 17:29:03,GET /main.js 404 146 - 1.773 ms

2021-07-05 17:29:07,GET /DossierNonVal 304 - - 6.891 ms

2021-07-05 17:29:07,GET /main.js 404 146 - 2.515 ms

2021-07-05 17:29:07,GET /main.js 404 146 - 4.390 ms

2021-07-05 17:29:14,POST /validerDossiers 200 16066 - 47.268 ms

2021-07-05 17:29:14,GET /main.js 404 146 - 3.086 ms

2021-07-05 17:29:55,GET /DossierNonVal 200 21470 - 9.680 ms

2021-07-05 17:29:55,GET /main.js 404 146 - 2.933 ms

2021-07-05 17:30:46,GET /DossierNonVal 200 21872 - 8.399 ms

2021-07-05 17:30:46,GET /main.js 404 146 - 4.200 ms

2021-07-05 17:31:23,GET /DossierNonVal 200 21888 - 8.598 ms

2021-07-05 17:31:23,GET /main.js 404 146 - 2.437 ms

2021-07-05 17:31:25,GET /DossierNonVal 304 - - 7.801 ms

2021-07-05 17:31:25,GET /main.js 404 146 - 2.670 ms

2021-07-05 17:31:25,GET /main.js 404 146 - 2.843 ms

2021-07-05 17:31:34,GET /DossierNonVal 200 21896 - 9.775 ms

2021-07-05 17:31:34,GET /main.js 404 146 - 3.442 ms

2021-07-05 17:31:34,GET /main.js 404 146 - 2.388 ms

2021-07-05 17:31:42,GET /DossierNonVal 200 21902 - 11.477 ms

2021-07-05 17:31:43,GET /main.js 404 146 - 3.561 ms

2021-07-05 17:31:43,GET /main.js 404 146 - 1.869 ms

2021-07-05 17:34:15,GET /DossierNonVal 200 21901 - 10.154 ms

2021-07-05 17:34:16,GET /main.js 404 146 - 2.528 ms

2021-07-05 17:34:16,GET /main.js 404 146 - 2.532 ms

2021-07-05 17:34:33,GET /DossierNonVal 200 21901 - 10.418 ms

2021-07-05 17:34:33,GET /main.js 404 146 - 2.525 ms

2021-07-05 17:34:33,GET /main.js 404 146 - 1.253 ms

2021-07-05 17:34:51,GET /DossierNonVal 200 21899 - 14.006 ms

2021-07-05 17:34:51,GET /main.js 404 146 - 2.979 ms

2021-07-05 17:34:51,GET /main.js 404 146 - 1.782 ms

2021-07-05 17:35:11,GET /DossierNonVal 200 21898 - 14.472 ms

2021-07-05 17:35:11,GET /main.js 404 146 - 4.236 ms

2021-07-05 17:35:12,GET /main.js 404 146 - 2.109 ms

2021-07-05 17:35:38,GET /DossierNonVal 200 21908 - 8.867 ms

2021-07-05 17:35:38,GET /main.js 404 146 - 2.293 ms

2021-07-05 17:35:38,GET /main.js 404 146 - 2.512 ms

2021-07-05 17:35:53,GET /DossierNonVal 200 21890 - 11.452 ms

2021-07-05 17:35:53,GET /main.js 404 146 - 2.033 ms

2021-07-05 17:35:53,GET /main.js 404 146 - 2.089 ms

2021-07-05 17:36:07,GET /DossierNonVal 200 21891 - 35.239 ms

2021-07-05 17:36:07,GET /main.js 404 146 - 2.465 ms

2021-07-05 17:36:07,GET /main.js 404 146 - 2.329 ms

2021-07-05 17:36:17,GET /DossierNonVal 200 21894 - 12.079 ms

2021-07-05 17:36:18,GET /main.js 404 146 - 2.405 ms

2021-07-05 17:36:18,GET /main.js 404 146 - 2.252 ms

2021-07-05 17:36:23,GET /recours 304 - - 7.844 ms

2021-07-05 17:36:23,GET /main.js 404 146 - 2.295 ms

2021-07-05 17:36:25,GET /DossierVal 304 - - 8.056 ms

2021-07-05 17:36:26,GET /main.js 404 146 - 2.470 ms

2021-07-05 17:36:28,GET /recours 304 - - 7.922 ms

2021-07-05 17:36:28,GET /main.js 404 146 - 2.325 ms

2021-07-05 17:36:54,GET /recours 304 - - 3.458 ms

2021-07-05 17:36:54,GET /main.js 404 146 - 3.901 ms

2021-07-05 17:36:56,GET /DossierNonVal 200 21903 - 6.347 ms

2021-07-05 17:36:56,GET /main.js 404 146 - 2.310 ms

2021-07-05 17:36:56,GET /main.js 404 146 - 2.233 ms

2021-07-05 17:37:08,GET /DossierNonVal 200 21900 - 25.435 ms

2021-07-05 17:37:09,GET /main.js 404 146 - 2.059 ms

2021-07-05 17:37:33,GET /DossierNonVal 200 21917 - 10.414 ms

2021-07-05 17:37:33,GET /main.js 404 146 - 2.346 ms

2021-07-05 17:37:44,GET /DossierNonVal 200 21891 - 23.634 ms

2021-07-05 17:37:44,GET /main.js 404 146 - 2.335 ms

2021-07-05 17:38:08,GET /DossierNonVal 200 21899 - 12.386 ms

2021-07-05 17:38:08,GET /main.js 404 146 - 2.623 ms

2021-07-05 17:38:17,GET /DossierNonVal 200 21902 - 8.932 ms

2021-07-05 17:38:17,GET /main.js 404 146 - 2.435 ms

2021-07-05 17:38:26,GET /DossierNonVal 200 21873 - 13.425 ms

2021-07-05 17:38:26,GET /main.js 404 146 - 2.407 ms

2021-07-05 17:38:32,GET /DossierNonVal 200 21902 - 54.386 ms

2021-07-05 17:38:33,GET /main.js 404 146 - 3.550 ms

2021-07-05 17:39:02,GET /DossierNonVal 200 21873 - 16.323 ms

2021-07-05 17:39:02,GET /main.js 404 146 - 2.858 ms

2021-07-05 17:39:02,GET /main.js 404 146 - 1.706 ms

